iter	MultiClass
183	0.01851917227
184	0.01839667171
185	0.01826683798
186	0.01809758573
187	0.01798710342
188	0.01781803375
189	0.01770239678
190	0.01760113653
191	0.01746098678
192	0.01737080632
193	0.01727174398
194	0.01714785004
195	0.01700743173
196	0.0169109413
197	0.01681099142
198	0.01671649872
199	0.01663068427
200	0.01653118208
201	0.0164329709
202	0.0163114806
203	0.01622940201
204	0.01607519369
205	0.01598923315
206	0.01584946442
207	0.01576562013
208	0.01569848264
209	0.0155758061
210	0.01549464434
211	0.01537982324
212	0.01531773316
213	0.01523377927
214	0.01515816815
215	0.01505729331
216	0.01497783388
217	0.01490290872
218	0.0148184117
219	0.01475231014
220	0.01462452616
221	0.01453723967
222	0.01443546376
223	0.01436569717
224	0.01427712898
225	0.0142007169
226	0.0141302994
227	0.01404209466
228	0.01396864883
229	0.01387631972
230	0.01380940464
231	0.01371179601
232	0.01363130965
233	0.01357153109
234	0.01350262492
235	0.01342520417
236	0.01332949646
237	0.0132608537
238	0.01319184341
239	0.01314080394
240	0.01305183075
241	0.01298764214
242	0.01292479444
243	0.01284189548
244	0.01277974486
245	0.01271142932
246	0.01264120871
247	0.01258651028
248	0.01252640671
249	0.01246143914
250	0.01234820346
251	0.01228053252
252	0.01222878863
253	0.01218893328
254	0.01211638266
255	0.01206626348
256	0.01199752914
257	0.0119378643
258	0.0118925049
259	0.01184347076
260	0.0117858068
261	0.01173224927
262	0.01168299769
263	0.01162030197
264	0.01158171117
265	0.01150362933
266	0.01145185443
267	0.01141236005
268	0.01136427689
269	0.01131825398
270	0.01127155849
271	0.01123185139
272	0.01116632596
273	0.0110961082
274	0.01104075472
275	0.0109940886
276	0.01094523641
277	0.0108978836
278	0.01084295236
279	0.01077322446
280	0.01072930481
281	0.01068671697
282	0.01061969598
283	0.01058120922
284	0.01053530375
285	0.01048880466
286	0.01042477599
287	0.01036677603
288	0.01031949685
289	0.01026545666
290	0.01023418384
291	0.01019094499
292	0.01013893891
293	0.01010260852
294	0.01006295395
295	0.01001220632
296	0.009966321371
297	0.00993639449
298	0.009896605856
299	0.009850534934
300	0.009792411025
301	0.009758463711
302	0.00971040159
303	0.0096835952
304	0.009639817674
305	0.009587223756
306	0.009552885353
307	0.009516160211
308	0.009476813485
309	0.009449195707
310	0.009412981412
311	0.009378117048
312	0.009350225754
313	0.009294406178
314	0.009259475894
315	0.009229178672
316	0.009203278744
317	0.009167844995
318	0.009129399454
319	0.009094806835
320	0.009064166649
321	0.009020928741
322	0.008980174244
323	0.008944606103
324	0.008919555139
325	0.008896243565
326	0.008846231846
327	0.008818137969
328	0.008773920637
329	0.008735524053
330	0.008701190284
331	0.008658001376
332	0.008638365727
333	0.008605696614
334	0.008576349913
335	0.008534402265
336	0.008495508626
337	0.008474217383
338	0.008433437281
339	0.008400709853
340	0.008370118935
341	0.008346515537
342	0.008324454867
343	0.00829538524
344	0.008268182716
345	0.008236775036
346	0.008209700559
347	0.008168890033
348	0.008113074165
349	0.008089323079
350	0.008060914451
351	0.008032112526
352	0.00800185912
353	0.00798033116
354	0.007959801044
355	0.00793119077
356	0.007905971201
357	0.007877563926
358	0.007854284502
359	0.007826453936
360	0.007805313355
361	0.007778443422
362	0.007750590217
363	0.007719087749
364	0.007690803504
365	0.007647517505
366	0.007620635883
367	0.007585204957
368	0.007563888597
369	0.007537763994
370	0.007517119811
371	0.007484371935
372	0.007464812436
373	0.007440692198
374	0.007410407151
375	0.007383969254
376	0.007362699301
377	0.007322517223
378	0.007306981461
379	0.007283250002
380	0.007261990162
381	0.007244857434
382	0.007218970959
383	0.007191533013
384	0.007165555038
385	0.007138612335
386	0.00711316653
387	0.007094757311
388	0.007070678264
389	0.007043696389
390	0.007012350859
391	0.006987120272
392	0.0069669727
393	0.006939173422
394	0.006921509784
395	0.006902026306
396	0.006878728927
397	0.006850279407
398	0.006829416683
399	0.006804212748
400	0.006784801099
401	0.006765342151
402	0.006745175559
403	0.006723566625
404	0.006706763354
405	0.006686599531
406	0.006667777252
407	0.006648007719
408	0.006635890274
409	0.006609100196
410	0.006580902841
411	0.006552310375
412	0.006522140507
413	0.006504697235
414	0.00648730857
415	0.006468009364
416	0.006453932068
417	0.006437683109
418	0.006422744203
419	0.006402750706
420	0.006386586531
421	0.006362644316
422	0.006349648029
423	0.006335789655
424	0.006320821436
425	0.006302126252
426	0.006279299642
427	0.006263867806
428	0.006247433414
429	0.00623260269
430	0.006214210714
431	0.006189012685
432	0.006169038939
433	0.006149243226
434	0.006137638882
435	0.006118183448
436	0.006100836684
437	0.006087203637
438	0.006067060242
439	0.006051044352
440	0.006033664043
441	0.00602138156
442	0.006005174688
443	0.005985930805
444	0.005966068654
445	0.005956549571
446	0.005939371985
447	0.005927717819
448	0.005909380297
449	0.005894948199
450	0.005876942973
451	0.00586390588
452	0.005852277607
453	0.005841044101
454	0.005826512198
455	0.005809655096
456	0.005789993176
457	0.005770430199
458	0.005750441026
459	0.005729574113
460	0.005717169987
461	0.005699896495
462	0.005687958821
463	0.005666935535
464	0.005654026982
465	0.005644530476
466	0.005634721561
467	0.005619644548
468	0.005609639985
469	0.005596379841
470	0.005580695312
471	0.005563449282
472	0.005551263611
473	0.005541293236
474	0.005519391667
475	0.00550605612
476	0.005496237233
477	0.005483792734
478	0.005469914855
479	0.005457861943
480	0.005446046025
481	0.005433535612
482	0.00541817401
483	0.005404855087
484	0.005393376559
485	0.005380014823
486	0.005361860079
487	0.00534938444
488	0.005336197136
489	0.005324279175
490	0.005312533178
491	0.005298485338
492	0.005283899056
493	0.00526806793
494	0.00525692249
495	0.005244275982
496	0.005229873569
497	0.005214649647
498	0.005198351286
499	0.005188619879
500	0.005174830656
501	0.005163156548
502	0.005153767565
503	0.005139909959
504	0.005121970672
505	0.005109056994
506	0.005099238086
507	0.00508858005
508	0.005077882658
509	0.005070169557
510	0.005058478981
511	0.005048417746
512	0.005035158551
513	0.005023694287
514	0.005014034832
515	0.005001072385
516	0.004993352494
517	0.004980674835
518	0.004966822272
519	0.004958396021
520	0.004950297243
521	0.004940414419
522	0.004929184282
523	0.004921889281
524	0.004912338956
525	0.004902634318
526	0.004894292135
527	0.004877440245
528	0.004866809717
529	0.004855870756
530	0.004845512507
531	0.004835358587
532	0.004818743523
533	0.004809213879
534	0.004800498846
535	0.004788617985
536	0.004781269043
537	0.004769431753
538	0.004759789828
539	0.004749720143
540	0.004739194119
541	0.004727684526
542	0.004715530048
543	0.004707926436
544	0.00469634455
545	0.004688515485
546	0.004680744275
547	0.004669408338
548	0.004659947591
549	0.004650877224
550	0.004643029539
551	0.004635560233
552	0.004627488762
553	0.004617978955
554	0.004608917252
555	0.004600338245
556	0.004585610026
557	0.004574664073
558	0.004566225276
559	0.004557307583
560	0.004548253637
561	0.004538569031
562	0.004529699105
563	0.004520222473
564	0.004514157877
565	0.004504807551
566	0.004496541995
567	0.004484883781
568	0.004474659224
569	0.004467643394
570	0.004461016369
571	0.00445160821
572	0.004442297315
573	0.004432800037
574	0.004422470686
575	0.004411210638
576	0.004403102452
577	0.004394325601
578	0.00438422195
579	0.004374102891
580	0.004365610577
581	0.004349836217
582	0.004341336731
583	0.004332909969
584	0.004326684207
585	0.004317008825
586	0.004308043096
587	0.004300848124
588	0.004291173927
589	0.004279381582
590	0.004271967178
591	0.004262883
592	0.004256843331
593	0.004248780666
594	0.004241510222
595	0.004233682905
596	0.004227395424
597	0.004220216937
598	0.004214494838
599	0.004205016012
600	0.004196880899
601	0.00418622559
602	0.004181289336
603	0.004167245274
604	0.004158714763
605	0.004150809206
606	0.004142507899
607	0.004131231978
608	0.004124979364
609	0.004116536092
610	0.004108689761
611	0.00410148374
612	0.004095567059
613	0.004090444012
614	0.004084528572
615	0.004075127189
616	0.00406736663
617	0.004061507295
618	0.004053002188
619	0.004045960119
620	0.004038157992
621	0.004029668683
622	0.004019456222
623	0.004007616448
624	0.003993457501
625	0.003981881504
626	0.003975181262
627	0.003968549376
628	0.003961471158
629	0.003956394834
630	0.003945800366
631	0.003940661787
632	0.003933222376
633	0.003928062838
634	0.003921601732
635	0.003913054574
636	0.003903814222
637	0.003896402655
638	0.003887704645
639	0.003880407002
640	0.003872346115
641	0.003860648921
642	0.003855191755
643	0.003850363009
644	0.003842305536
645	0.003836551775
646	0.003832440921
647	0.003826504819
648	0.00382089794
649	0.003812882024
650	0.00380844576
651	0.003799433117
652	0.003790666091
653	0.003785273927
654	0.003777994037
655	0.003770415205
656	0.003761410629
657	0.003756730831
658	0.0037481586
659	0.003742255048
660	0.00373108144
661	0.003725586907
662	0.003720464144
663	0.003712900087
664	0.003707840704
665	0.003699771536
666	0.003694480811
667	0.003688578587
668	0.003683094837
669	0.003677664015
670	0.003672222554
671	0.003665868586
672	0.003659490075
673	0.00365563504
674	0.003645475346
675	0.003641231815
676	0.003632476171
677	0.003626129107
678	0.003620146884
679	0.003613531222
680	0.003608062003
681	0.003605156937
682	0.003598618969
683	0.003593461706
684	0.003585399233
685	0.003579597921
686	0.003574194065
687	0.003569822978
688	0.003564727446
689	0.003557911339
690	0.003551211061
691	0.003546588699
692	0.003540016382
693	0.00353371091
694	0.003526686469
695	0.00352323288
696	0.003515120965
697	0.003509449754
698	0.003504585381
699	0.003500282655
700	0.003496821334
701	0.003492441872
702	0.003484132715
703	0.003478152957
704	0.003470808299
705	0.003463620811
706	0.003456868474
707	0.003451109066
708	0.003444557725
709	0.00343906953
710	0.003433251172
711	0.003428239216
712	0.003422634599
713	0.003416709072
714	0.003412691219
715	0.003407767821
716	0.003400028273
717	0.003395356127
718	0.003388687222
719	0.003383504354
720	0.003376870122
721	0.00337087174
722	0.003366115425
723	0.003362276109
724	0.003357965274
725	0.003352539994
726	0.003348223366
727	0.003342604351
728	0.00333628062
729	0.003332298887
730	0.00332634094
731	0.003319629305
732	0.003314265767
733	0.003307362726
734	0.003302260461
735	0.003298851322
736	0.003294090471
737	0.003289480791
738	0.003281394078
739	0.003276782181
740	0.0032720933
741	0.003265447523
742	0.003259535202
743	0.003255389086
744	0.003250851834
745	0.003244089524
746	0.003238062719
747	0.003231931421
748	0.003225794623
749	0.003219399001
750	0.003215634771
751	0.003211340877
752	0.003206303177
753	0.003200144901
754	0.00319458909
755	0.003190762502
756	0.003185678605
757	0.003178991605
758	0.003175740755
759	0.003171178159
760	0.003162585871
761	0.003159508804
762	0.003154363906
763	0.003148266301
764	0.003139142752
765	0.003131419448
766	0.003126989641
767	0.003123461729
768	0.003120122437
769	0.003114058982
770	0.003109198751
771	0.003105747853
772	0.003102041068
773	0.003098698926
774	0.003095054917
775	0.003090660706
776	0.003087024152
777	0.003083550472
778	0.003079871281
779	0.003075352052
780	0.003069062168
781	0.003064622533
782	0.0030613918
783	0.003054575292
784	0.003050005425
785	0.003045797103
786	0.003041189279
787	0.003036840203
788	0.003033833558
789	0.003028052658
790	0.003024123787
791	0.003020600394
792	0.003016331294
793	0.003012445866
794	0.003005775415
795	0.003000795455
796	0.002997317997
797	0.002992436483
798	0.002989508627
799	0.002986514315
800	0.002981455916
801	0.002976565396
802	0.002972449059
803	0.002969248423
804	0.002960056356
805	0.002956795555
806	0.002948938932
807	0.002945135788
808	0.002940776023
809	0.002935719549
810	0.002931894649
811	0.002927056049
812	0.002920322107
813	0.002913365774
814	0.002909354465
815	0.002906844026
816	0.002902312346
817	0.00289783981
818	0.002892558462
819	0.00288883828
820	0.00288602116
821	0.002883285525
822	0.002880609455
823	0.002876777662
824	0.002872138666
825	0.002867015773
826	0.002863475505
827	0.002856021808
828	0.002852405048
829	0.002846312763
830	0.002840981808
831	0.002837332844
832	0.002832245076
833	0.002828255223
834	0.002825544716
835	0.002821985155
836	0.002819387286
837	0.002813991354
838	0.002808863651
839	0.002805426683
840	0.002802645632
841	0.002800016309
842	0.002795644321
843	0.002791011853
844	0.00278830666
845	0.002784776621
846	0.002781218174
847	0.002775721786
848	0.002772548379
849	0.002768022574
850	0.002761359856
851	0.002758335117
852	0.002755573543
853	0.002751996915
854	0.002748076778
855	0.002744747612
856	0.00274201717
857	0.002738597387
858	0.002734001094
859	0.00273070713
860	0.002725556014
861	0.002720110288
862	0.002716121018
863	0.00271228589
864	0.00270986595
865	0.002706124859
866	0.002702377491
867	0.002698062818
868	0.002695867942
869	0.002692412006
870	0.002687557112
871	0.002684567481
872	0.002680312442
873	0.002676590087
874	0.002673288854
875	0.002667718692
876	0.002664682872
877	0.002660956819
878	0.002657541344
879	0.002654678592
880	0.00265268269
881	0.002649818092
882	0.002645973353
883	0.002643477497
884	0.002638892816
885	0.002636426835
886	0.002634059618
887	0.002631980215
888	0.002628576616
889	0.002625488215
890	0.002621546101
891	0.002618695434
892	0.002615546741
893	0.00261060469
894	0.002606187615
895	0.002602667971
896	0.002599611565
897	0.002597258906
898	0.002594086099
899	0.00259139517
900	0.002588788658
901	0.002586854946
902	0.002583176005
903	0.0025813001
904	0.002578532169
905	0.002576475621
906	0.002573990032
907	0.002570424219
908	0.002568062032
909	0.002564460172
910	0.002560892417
911	0.002558183218
912	0.002554702439
913	0.002551003165
914	0.002548007183
915	0.002545679081
916	0.002542576614
917	0.002540436805
918	0.002536839574
919	0.002533895528
920	0.002530348608
921	0.002528308254
922	0.00252602848
923	0.002523684361
924	0.002520648344
925	0.002517594932
926	0.002514886042
927	0.002510251266
928	0.002506442235
929	0.002503577975
930	0.002500246872
931	0.002496782067
932	0.002494245816
933	0.002491548799
934	0.002488760794
935	0.002485320326
936	0.002482461766
937	0.00248051388
938	0.002477712828
939	0.002473724397
940	0.002469732078
941	0.002465958877
942	0.002463847613
943	0.002460683508
944	0.002458040771
945	0.002456533729
946	0.002452902051
947	0.002450600724
948	0.002447112246
949	0.002443843793
950	0.00244146466
951	0.002438629161
952	0.002434844039
953	0.002432442377
954	0.002429902868
955	0.002427036586
956	0.002423016718
957	0.00242055719
958	0.002418329807
959	0.002414518185
960	0.002411871231
961	0.00241018302
962	0.002408197312
963	0.002405627006
964	0.002401932223
965	0.002398303394
966	0.002394691889
967	0.002390857215
968	0.002387946209
969	0.002385867716
970	0.002383501681
971	0.002381161833
972	0.002377702302
973	0.00237621454
974	0.002373886734
975	0.00237120256
976	0.002367225599
977	0.002365437607
978	0.002361108914
979	0.002359593561
980	0.002357885426
981	0.002355234581
982	0.002353001163
983	0.002350590682
984	0.002348383152
985	0.002347080559
986	0.002345645337
987	0.002343709308
988	0.002341905734
989	0.002339461452
990	0.002337926804
991	0.002335258895
992	0.002331945079
993	0.002328915155
994	0.002326613051
995	0.0023235308
996	0.002320978622
997	0.002317926824
998	0.002316056041
999	0.002311473698
